Origin,Destination,Select migrant country,Select migrant country  (inverse),Migrants,Migrants_R,SQRT Migrants
Syria,Belarus,Belarus,Syria,80,0,8.94427191
Tajikistan,Belarus,Belarus,Tajikistan,5595,6000,74.79973262
Turkey,Belarus,Belarus,Turkey,23,0,4.795831523
Turkmenistan,Belarus,Belarus,Turkmenistan,5382,5000,73.36211556
Ukraine,Belarus,Belarus,Ukraine,222436,222000,471.6312119
United Arab Emirates,Belarus,Belarus,United Arab Emirates,21,0,4.582575695
United Kingdom,Belarus,Belarus,United Kingdom,453,0,21.28379665
United States,Belarus,Belarus,United States,84,0,9.16515139
Uruguay,Belarus,Belarus,Uruguay,26,0,5.099019514
Uzbekistan,Belarus,Belarus,Uzbekistan,14570,15000,120.706255
Viet Nam,Belarus,Belarus,Vietnam,359,0,18.94729532
Yemen,Belarus,Belarus,Yemen,31,0,5.567764363
Belize,Belgium,Belgium,Belize,12,0,3.464101615
Benin,Belgium,Belgium,Benin,1640,2000,40.49691346
Bermuda,Belgium,Belgium,Bermuda,30,0,5.477225575
Bhutan,Belgium,Belgium,Bhutan,269,0,16.40121947
Bolivia,Belgium,Belgium,Bolivia,1274,1000,35.6931366
Bosnia and Herzegovina,Belgium,Belgium,Bosnia and Herzegovina,714,1000,26.72077843
Botswana,Belgium,Belgium,Botswana,38,0,6.164414003
Brazil,Belgium,Belgium,Brazil,16345,16000,127.8475655
British Virgin Islands,Belgium,Belgium,British Virgin Islands,5,0,2.236067977
Brunei Darussalam,Belgium,Belgium,Brunei Darussalam,21,0,4.582575695
Bulgaria,Belgium,Belgium,Bulgaria,37595,38000,193.8943011
Burkina Faso,Belgium,Belgium,Burkina Faso,1664,2000,40.79215611
Burundi,Belgium,Belgium,Burundi,8485,8000,92.11405973
Cabo Verde,Belgium,Belgium,Cabo Verde,919,1000,30.31501278
Cambodia,Belgium,Belgium,Cambodia,1502,2000,38.75564475
Cameroon,Belgium,Belgium,Cameroon,21165,21000,145.4819576
Canada,Belgium,Belgium,Canada,5075,5000,71.23903424
Cayman Islands,Belgium,Belgium,Cayman Islands,0,0,0
Central African Republic,Belgium,Belgium,Central African Republic,498,0,22.3159136
Chad,Belgium,Belgium,Chad,545,1000,23.34523506
Chile,Belgium,Belgium,Chile,4350,4000,65.95452979
China,Belgium,Belgium,China,21418,21000,146.3488982
Colombia,Belgium,Belgium,Colombia,7250,7000,85.14693183
Comoros,Belgium,Belgium,Comoros,91,0,9.539392014
Congo,Belgium,Belgium,Congo,3948,4000,62.83311229
Costa Rica,Belgium,Belgium,Costa Rica,349,0,18.68154169
Croatia,Belgium,Belgium,Croatia,558,1000,23.62202362
Cuba,Belgium,Belgium,Cuba,1926,2000,43.88621652
Cyprus,Belgium,Belgium,Cyprus,557,1000,23.60084744
Czech Republic,Belgium,Belgium,Czech Republic,800,1000,28.28427125
Côte d'Ivoire,Belgium,Belgium,Côte d'Ivoire,6711,7000,81.92069336
Dem. People's Republic of Korea,Belgium,Belgium,Dem. People's Republic of Korea,94,0,9.695359715
Congo [DRC],Belgium,Belgium,DR Congo,86925,87000,294.8304598
Denmark,Belgium,Belgium,Denmark,2467,2000,49.66890375
Djibouti,Belgium,Belgium,Djibouti,1464,1000,38.26225294
Dominica,Belgium,Belgium,Dominica,198,0,14.07124728
Dominican Republic,Belgium,Belgium,Dominican Republic,3078,3000,55.47972603
Ecuador,Belgium,Belgium,Ecuador,6712,7000,81.92679659
Egypt,Belgium,Belgium,Egypt,5188,5000,72.02777242
El Salvador,Belgium,Belgium,El Salvador,1081,1000,32.87856445
Equatorial Guinea,Belgium,Belgium,Equatorial Guinea,118,0,10.86278049
Eritrea,Belgium,Belgium,Eritrea,2464,2000,49.63869458
Estonia,Belgium,Belgium,Estonia,962,1000,31.01612484
Eswatini,Belgium,Belgium,Eswatini,61,0,7.810249676
Ethiopia,Belgium,Belgium,Ethiopia,5283,5000,72.68424864
Fiji,Belgium,Belgium,Fiji,24,0,4.898979486
Finland,Belgium,Belgium,Finland,2666,3000,51.63332257
France,Belgium,Belgium,France,189544,190000,435.3665123
French Polynesia,Belgium,Belgium,French Polynesia,105,0,10.24695077
Gabon,Belgium,Belgium,Gabon,770,1000,27.74887385
Gambia,Belgium,Belgium,Gambia,934,1000,30.56141358
Georgia,Belgium,Belgium,Georgia,690,1000,26.26785107
Germany,Belgium,Belgium,Germany,81650,82000,285.7446412
Ghana,Belgium,Belgium,Ghana,10443,10000,102.1909976
Gibraltar,Belgium,Belgium,Gibraltar,11,0,3.31662479
Greece,Belgium,Belgium,Greece,18201,18000,134.9110818
Greenland,Belgium,Belgium,Greenland,3,0,1.732050808
Grenada,Belgium,Belgium,Grenada,5,0,2.236067977
Guatemala,Belgium,Belgium,Guatemala,890,1000,29.83286778
Guinea,Belgium,Belgium,Guinea,17039,17000,130.5335206
Guinea-Bissau,Belgium,Belgium,Guinea-Bissau,364,0,19.07878403
Guyana,Belgium,Belgium,Guyana,101,0,10.04987562
Haiti,Belgium,Belgium,Haiti,2038,2000,45.14421336
Honduras,Belgium,Belgium,Honduras,322,0,17.94435845
Hungary,Belgium,Belgium,Hungary,8293,8000,91.0659102
Iceland,Belgium,Belgium,Iceland,231,0,15.19868415
India,Belgium,Belgium,India,25900,26000,160.9347694
Indonesia,Belgium,Belgium,Indonesia,3598,4000,59.98333102
Iran,Belgium,Belgium,Iran,11918,12000,109.1695928
Iraq,Belgium,Belgium,Iraq,21413,21000,146.3318147
Ireland,Belgium,Belgium,Ireland,3425,3000,58.52349955
Israel,Belgium,Belgium,Israel,3418,3000,58.46366393
Italy,Belgium,Belgium,Italy,121283,121000,348.2570889
Jamaica,Belgium,Belgium,Jamaica,463,0,21.51743479
Japan,Belgium,Belgium,Japan,4804,5000,69.31089381
Jordan,Belgium,Belgium,Jordan,1388,1000,37.25587202
Kazakhstan,Belgium,Belgium,Kazakhstan,1176,1000,34.2928564
Kenya,Belgium,Belgium,Kenya,1692,2000,41.1339276
Kiribati,Belgium,Belgium,Kiribati,0,0,0
Kuwait,Belgium,Belgium,Kuwait,519,1000,22.7815715
Kyrgyzstan,Belgium,Belgium,Kyrgyzstan,391,0,19.77371993
Lao People's Democratic Republic,Belgium,Belgium,Lao PDR,1136,1000,33.70459909
Latvia,Belgium,Belgium,Latvia,1854,2000,43.05810028
Lebanon,Belgium,Belgium,Lebanon,8301,8000,91.10982384
Lesotho,Belgium,Belgium,Lesotho,15,0,3.872983346
Liberia,Belgium,Belgium,Liberia,983,1000,31.35283081
Libya,Belgium,Belgium,Libya,1291,1000,35.93048845
Liechtenstein,Belgium,Belgium,Liechtenstein,6,0,2.449489743
Lithuania,Belgium,Belgium,Lithuania,2447,2000,49.46716082
Luxembourg,Belgium,Belgium,Luxembourg,14435,14000,120.1457448
Madagascar,Belgium,Belgium,Madagascar,2391,2000,48.89785271
Malawi,Belgium,Belgium,Malawi,85,0,9.219544457
Malaysia,Belgium,Belgium,Malaysia,820,1000,28.63564213
Maldives,Belgium,Belgium,Maldives,4,0,2
Mali,Belgium,Belgium,Mali,1028,1000,32.06243908
Malta,Belgium,Belgium,Malta,488,0,22.09072203
Mauritania,Belgium,Belgium,Mauritania,2441,2000,49.40647731
Mauritius,Belgium,Belgium,Mauritius,3419,3000,58.47221562
Mexico,Belgium,Belgium,Mexico,3133,3000,55.97320788
Monaco,Belgium,Belgium,Monaco,138,0,11.74734012
Mongolia,Belgium,Belgium,Mongolia,844,1000,29.05167809
Montenegro,Belgium,Belgium,Montenegro,36,0,6
Morocco,Belgium,Belgium,Morocco,225217,225000,474.570332
Mozambique,Belgium,Belgium,Mozambique,480,0,21.9089023
Myanmar,Belgium,Belgium,Myanmar,195,0,13.96424004
Namibia,Belgium,Belgium,Namibia,90,0,9.486832981
Nepal,Belgium,Belgium,Nepal,4021,4000,63.41135545
Netherlands,Belgium,Belgium,Netherlands,133062,133000,364.776644
New Caledonia,Belgium,Belgium,New Caledonia,96,0,9.797958971
New Zealand,Belgium,Belgium,New Zealand,417,0,20.42057786
Nicaragua,Belgium,Belgium,Nicaragua,407,0,20.174241
Niger,Belgium,Belgium,Niger,2056,2000,45.3431362
Nigeria,Belgium,Belgium,Nigeria,6401,6000,80.00624976
North Macedonia,Belgium,Belgium,North Macedonia,1803,2000,42.46174749
Norway,Belgium,Belgium,Norway,1195,1000,34.56877204
Oman,Belgium,Belgium,Oman,53,0,7.280109889
Pakistan,Belgium,Belgium,Pakistan,13246,13000,115.0912681
Panama,Belgium,Belgium,Panama,211,0,14.52583905
Papua New Guinea,Belgium,Belgium,Papua New Guinea,28,0,5.291502622
Paraguay,Belgium,Belgium,Paraguay,521,1000,22.82542442
Peru,Belgium,Belgium,Peru,3979,4000,63.07931515
Philippines,Belgium,Belgium,Philippines,11778,12000,108.5264945
Poland,Belgium,Belgium,Poland,78798,79000,280.7098146
Portugal,Belgium,Belgium,Portugal,37506,38000,193.6646586
Qatar,Belgium,Belgium,Qatar,105,0,10.24695077
Republic of Korea,Belgium,Belgium,"Korea, Rep.",4589,5000,67.74215822
Republic of Moldova,Belgium,Belgium,Moldova,2254,2000,47.47630988
Romania,Belgium,Belgium,Romania,92559,93000,304.2351065
Russia,Belgium,Belgium,Russia,8210,8000,90.60905032
Rwanda,Belgium,Belgium,Rwanda,14688,15000,121.1940593
Saint Helena,Belgium,Belgium,St. Helena,0,0,0
Saint Kitts and Nevis,Belgium,Belgium,St. Kitts and Nevis,0,0,0
Saint Lucia,Belgium,Belgium,St. Lucia,19,0,4.358898944
Saint Pierre and Miquelon,Belgium,Belgium,St. Pierre and Miquelon,0,0,0
Saint Vincent and the Grenadines,Belgium,Belgium,St. Vincent and the Grenadines,6,0,2.449489743
Samoa,Belgium,Belgium,Samoa,6,0,2.449489743
San Marino,Belgium,Belgium,San Marino,14,0,3.741657387
Sao Tome and Principe,Belgium,Belgium,Sao Tome and Principe,132,0,11.48912529
Saudi Arabia,Belgium,Belgium,Saudi Arabia,1025,1000,32.01562119
Senegal,Belgium,Belgium,Senegal,6767,7000,82.26177727
Serbia,Belgium,Belgium,Serbia,769,1000,27.73084925
Seychelles,Belgium,Belgium,Seychelles,83,0,9.110433579
Sierra Leone,Belgium,Belgium,Sierra Leone,2407,2000,49.06118629
Singapore,Belgium,Belgium,Singapore,696,1000,26.38181192
Slovakia,Belgium,Belgium,Slovakia,1752,2000,41.85689907
Slovenia,Belgium,Belgium,Slovenia,268,0,16.37070554
Solomon Islands,Belgium,Belgium,Solomon Islands,3,0,1.732050808
Somalia,Belgium,Belgium,Somalia,7393,7000,85.98255637
South Africa,Belgium,Belgium,South Africa,4176,4000,64.62197769
Spain,Belgium,Belgium,Spain,49754,50000,223.0560468
Sri Lanka,Belgium,Belgium,Sri Lanka,2246,2000,47.39198244
State of Palestine,Belgium,Belgium,Palestinian Territories,2808,3000,52.9905652
Sudan,Belgium,Belgium,Sudan,1524,2000,39.03844259
Suriname,Belgium,Belgium,Suriname,4694,5000,68.51277253
Sweden,Belgium,Belgium,Sweden,3204,3000,56.60388679
Switzerland,Belgium,Belgium,Switzerland,5370,5000,73.28028384
Syria,Belgium,Belgium,Syria,33724,34000,183.640954
Tajikistan,Belgium,Belgium,Tajikistan,70,0,8.366600265
Thailand,Belgium,Belgium,Thailand,9955,10000,99.7747463
Timor-Leste,Belgium,Belgium,Timor-Leste,4,0,2
Togo,Belgium,Belgium,Togo,6373,6000,79.83107165
Tonga,Belgium,Belgium,Tonga,3,0,1.732050808
Trinidad and Tobago,Belgium,Belgium,Trinidad and Tobago,106,0,10.29563014
Tunisia,Belgium,Belgium,Tunisia,16137,16000,127.0314922
Turkey,Belgium,Belgium,Turkey,101925,102000,319.2569498
Turkmenistan,Belgium,Belgium,Turkmenistan,15,0,3.872983346
Tuvalu,Belgium,Belgium,Tuvalu,1,0,1
Uganda,Belgium,Belgium,Uganda,843,1000,29.03446228
Ukraine,Belgium,Belgium,Ukraine,2648,3000,51.45872132
United Arab Emirates,Belgium,Belgium,United Arab Emirates,864,1000,29.39387691
United Kingdom,Belgium,Belgium,United Kingdom,22472,22000,149.9066376
United Republic of Tanzania,Belgium,Belgium,Tanzania,732,1000,27.05549852
United States,Belgium,Belgium,United States,16382,16000,127.9921873
Uruguay,Belgium,Belgium,Uruguay,533,1000,23.08679276
Uzbekistan,Belgium,Belgium,Uzbekistan,418,0,20.4450483
Vanuatu,Belgium,Belgium,Vanuatu,13,0,3.605551275
Venezuela,Belgium,Belgium,Venezuela,2613,3000,51.11751168
Viet Nam,Belgium,Belgium,Vietnam,8596,9000,92.71461589
Wallis and Futuna Islands,Belgium,Belgium,Wallis and Futuna Islands,2,0,1.414213562
Western Sahara,Belgium,Belgium,Western Sahara,41,0,6.403124237
Yemen,Belgium,Belgium,Yemen,426,0,20.63976744
Zambia,Belgium,Belgium,Zambia,359,0,18.94729532
Zimbabwe,Belgium,Belgium,Zimbabwe,503,1000,22.42766149
Canada,Belize,Belize,Canada,914,1000,30.23243292
China,Belize,Belize,China,2323,2000,48.19751031
"China, Hong Kong SAR",Belize,Belize,"China, Hong Kong SAR",78,0,8.831760866
El Salvador,Belize,Belize,El Salvador,10016,10000,100.079968
Germany,Belize,Belize,Germany,76,0,8.717797887
Guatemala,Belize,Belize,Guatemala,26767,27000,163.6062346
Haiti,Belize,Belize,Haiti,60,0,7.745966692
Honduras,Belize,Belize,Honduras,9784,10000,98.91410415
India,Belize,Belize,India,670,1000,25.88435821
Jamaica,Belize,Belize,Jamaica,561,1000,23.68543857
Lebanon,Belize,Belize,Lebanon,60,0,7.745966692
Mexico,Belize,Belize,Mexico,3997,4000,63.22183167
Nigeria,Belize,Belize,Nigeria,49,0,7
United Kingdom,Belize,Belize,United Kingdom,462,0,21.49418526
United States,Belize,Belize,United States,4647,5000,68.16890787
Burkina Faso,Benin,Benin,Burkina Faso,12920,13000,113.6661779
Chad,Benin,Benin,Chad,1042,1000,32.28002478
Congo,Benin,Benin,Congo,4071,4000,63.80438856
Côte d'Ivoire,Benin,Benin,Côte d'Ivoire,34358,34000,185.3591109
France,Benin,Benin,France,1402,1000,37.44329045
Ghana,Benin,Benin,Ghana,16226,16000,127.3813173
Mali,Benin,Benin,Mali,3508,4000,59.22837158
Niger,Benin,Benin,Niger,78124,78000,279.5067083
Nigeria,Benin,Benin,Nigeria,87145,87000,295.2033198
Togo,Benin,Benin,Togo,113502,114000,336.9005788
Belgium,Bermuda,Bermuda,Belgium,6,0,2.449489743
Canada,Bermuda,Bermuda,Canada,2032,2000,45.07771068
China,Bermuda,Bermuda,China,54,0,7.348469228
Cuba,Bermuda,Bermuda,Cuba,24,0,4.898979486
Denmark,Bermuda,Bermuda,Denmark,18,0,4.242640687
Dominican Republic,Bermuda,Bermuda,Dominican Republic,233,0,15.26433752
France,Bermuda,Bermuda,France,99,0,9.949874371
Germany,Bermuda,Bermuda,Germany,158,0,12.56980509
Ghana,Bermuda,Bermuda,Ghana,20,0,4.472135955
Greece,Bermuda,Bermuda,Greece,2,0,1.414213562
Guyana,Bermuda,Bermuda,Guyana,95,0,9.746794345
Haiti,Bermuda,Bermuda,Haiti,3,0,1.732050808
India,Bermuda,Bermuda,India,572,1000,23.91652149
Ireland,Bermuda,Bermuda,Ireland,377,0,19.41648784
Israel,Bermuda,Bermuda,Israel,9,0,3
Italy,Bermuda,Bermuda,Italy,108,0,10.39230485
Jamaica,Bermuda,Bermuda,Jamaica,1658,2000,40.71854614
Japan,Bermuda,Bermuda,Japan,30,0,5.477225575
Malaysia,Bermuda,Bermuda,Malaysia,48,0,6.92820323
Nigeria,Bermuda,Bermuda,Nigeria,34,0,5.830951895
Pakistan,Bermuda,Bermuda,Pakistan,29,0,5.385164807
Philippines,Bermuda,Bermuda,Philippines,1782,2000,42.21374184
Poland,Bermuda,Bermuda,Poland,39,0,6.244997998
Portugal,Bermuda,Bermuda,Portugal,1600,2000,40
Romania,Bermuda,Bermuda,Romania,137,0,11.70469991
South Africa,Bermuda,Bermuda,South Africa,287,0,16.94107435
Spain,Bermuda,Bermuda,Spain,30,0,5.477225575
Switzerland,Bermuda,Bermuda,Switzerland,54,0,7.348469228
Trinidad and Tobago,Bermuda,Bermuda,Trinidad and Tobago,219,0,14.79864859
Turkey,Bermuda,Bermuda,Turkey,6,0,2.449489743
Turks and Caicos Islands,Bermuda,Bermuda,Turks and Caicos Islands,1,0,1
United Kingdom,Bermuda,Bermuda,United Kingdom,3877,4000,62.2655603
United States,Bermuda,Bermuda,United States,3606,4000,60.04997918
Canada,Bhutan,Bhutan,Canada,37,0,6.08276253
China,Bhutan,Bhutan,China,949,1000,30.8058436
Denmark,Bhutan,Bhutan,Denmark,38,0,6.164414003
France,Bhutan,Bhutan,France,30,0,5.477225575
Germany,Bhutan,Bhutan,Germany,27,0,5.196152423
India,Bhutan,Bhutan,India,46974,47000,216.7348611
Italy,Bhutan,Bhutan,Italy,12,0,3.464101615
Japan,Bhutan,Bhutan,Japan,132,0,11.48912529
Myanmar,Bhutan,Bhutan,Myanmar,34,0,5.830951895
Nepal,Bhutan,Bhutan,Nepal,751,1000,27.40437921
Netherlands,Bhutan,Bhutan,Netherlands,19,0,4.358898944
New Zealand,Bhutan,Bhutan,New Zealand,24,0,4.898979486
Pakistan,Bhutan,Bhutan,Pakistan,21,0,4.582575695
Philippines,Bhutan,Bhutan,Philippines,18,0,4.242640687
Republic of Korea,Bhutan,Bhutan,"Korea, Rep.",33,0,5.744562647
Singapore,Bhutan,Bhutan,Singapore,17,0,4.123105626
Sri Lanka,Bhutan,Bhutan,Sri Lanka,33,0,5.744562647
Sweden,Bhutan,Bhutan,Sweden,22,0,4.69041576
Switzerland,Bhutan,Bhutan,Switzerland,24,0,4.898979486
Thailand,Bhutan,Bhutan,Thailand,62,0,7.874007874
United Kingdom,Bhutan,Bhutan,United Kingdom,36,0,6
United States,Bhutan,Bhutan,United States,141,0,11.87434209
Belgium,Bolivia,Bolivia,Belgium,419,0,20.46948949
Belize,Bolivia,Bolivia,Belize,1007,1000,31.73326331
Benin,Bolivia,Bolivia,Benin,1,0,1
Bermuda,Bolivia,Bolivia,Bermuda,0,0,0
"Bonaire, Sint Eustatius and Saba",Bolivia,Bolivia,"Bonaire, Sint Eustatius and Saba",21,0,4.582575695
Bosnia and Herzegovina,Bolivia,Bolivia,Bosnia and Herzegovina,10,0,3.16227766
Brazil,Bolivia,Bolivia,Brazil,28612,29000,169.1508203
Bulgaria,Bolivia,Bolivia,Bulgaria,26,0,5.099019514
Burundi,Bolivia,Bolivia,Burundi,0,0,0
Cabo Verde,Bolivia,Bolivia,Cabo Verde,141,0,11.87434209
Cameroon,Bolivia,Bolivia,Cameroon,13,0,3.605551275
Canada,Bolivia,Bolivia,Canada,1536,2000,39.19183589
Central African Republic,Bolivia,Bolivia,Central African Republic,71,0,8.426149773
Chad,Bolivia,Bolivia,Chad,0,0,0
Chile,Bolivia,Bolivia,Chile,5268,5000,72.58098925
China,Bolivia,Bolivia,China,1254,1000,35.41186242
"China, Hong Kong SAR",Bolivia,Bolivia,"China, Hong Kong SAR",2,0,1.414213562
Colombia,Bolivia,Bolivia,Colombia,3301,3000,57.45432969
Congo,Bolivia,Bolivia,Congo,7,0,2.645751311
Costa Rica,Bolivia,Bolivia,Costa Rica,162,0,12.72792206
Croatia,Bolivia,Bolivia,Croatia,41,0,6.403124237
Cuba,Bolivia,Bolivia,Cuba,1971,2000,44.39594576
Curaçao,Bolivia,Bolivia,Curaçao,185,0,13.60147051
Cyprus,Bolivia,Bolivia,Cyprus,2,0,1.414213562
Czech Republic,Bolivia,Bolivia,Czech Republic,57,0,7.549834435
Côte d'Ivoire,Bolivia,Bolivia,Côte d'Ivoire,3,0,1.732050808
Dem. People's Republic of Korea,Bolivia,Bolivia,Dem. People's Republic of Korea,10,0,3.16227766
Congo [DRC],Bolivia,Bolivia,DR Congo,3,0,1.732050808
Denmark,Bolivia,Bolivia,Denmark,118,0,10.86278049
Dominica,Bolivia,Bolivia,Dominica,3,0,1.732050808
Dominican Republic,Bolivia,Bolivia,Dominican Republic,128,0,11.3137085
Ecuador,Bolivia,Bolivia,Ecuador,1115,1000,33.39161571
Egypt,Bolivia,Bolivia,Egypt,22,0,4.69041576
El Salvador,Bolivia,Bolivia,El Salvador,140,0,11.83215957
Eritrea,Bolivia,Bolivia,Eritrea,0,0,0
Estonia,Bolivia,Bolivia,Estonia,6,0,2.449489743
Ethiopia,Bolivia,Bolivia,Ethiopia,2,0,1.414213562
Fiji,Bolivia,Bolivia,Fiji,0,0,0
Finland,Bolivia,Bolivia,Finland,43,0,6.557438524
France,Bolivia,Bolivia,France,1377,1000,37.10795063
French Guiana,Bolivia,Bolivia,French Guiana,1,0,1
Gabon,Bolivia,Bolivia,Gabon,0,0,0
Georgia,Bolivia,Bolivia,Georgia,2,0,1.414213562
Germany,Bolivia,Bolivia,Germany,2251,2000,47.44470466
Ghana,Bolivia,Bolivia,Ghana,15,0,3.872983346
Gibraltar,Bolivia,Bolivia,Gibraltar,0,0,0
Greece,Bolivia,Bolivia,Greece,28,0,5.291502622
Grenada,Bolivia,Bolivia,Grenada,0,0,0
Guatemala,Bolivia,Bolivia,Guatemala,158,0,12.56980509
Guinea,Bolivia,Bolivia,Guinea,9,0,3
Guyana,Bolivia,Bolivia,Guyana,5,0,2.236067977
Haiti,Bolivia,Bolivia,Haiti,16,0,4
Honduras,Bolivia,Bolivia,Honduras,257,0,16.03121954
Hungary,Bolivia,Bolivia,Hungary,29,0,5.385164807
Iceland,Bolivia,Bolivia,Iceland,2,0,1.414213562
India,Bolivia,Bolivia,India,118,0,10.86278049
Indonesia,Bolivia,Bolivia,Indonesia,10,0,3.16227766
Iran,Bolivia,Bolivia,Iran,68,0,8.246211251
Iraq,Bolivia,Bolivia,Iraq,10,0,3.16227766
Ireland,Bolivia,Bolivia,Ireland,85,0,9.219544457
Isle of Man,Bolivia,Bolivia,Isle of Man,2,0,1.414213562
Israel,Bolivia,Bolivia,Israel,201,0,14.17744688
Italy,Bolivia,Bolivia,Italy,1588,2000,39.84971769
Jamaica,Bolivia,Bolivia,Jamaica,7,0,2.645751311
Japan,Bolivia,Bolivia,Japan,1848,2000,42.98837052
Jordan,Bolivia,Bolivia,Jordan,17,0,4.123105626
Kazakhstan,Bolivia,Bolivia,Kazakhstan,25,0,5
Kenya,Bolivia,Bolivia,Kenya,15,0,3.872983346
Kuwait,Bolivia,Bolivia,Kuwait,5,0,2.236067977
Kyrgyzstan,Bolivia,Bolivia,Kyrgyzstan,5,0,2.236067977
Lao People's Democratic Republic,Bolivia,Bolivia,Lao PDR,0,0,0
Latvia,Bolivia,Bolivia,Latvia,0,0,0
Lebanon,Bolivia,Bolivia,Lebanon,40,0,6.32455532
Lesotho,Bolivia,Bolivia,Lesotho,0,0,0
Liberia,Bolivia,Bolivia,Liberia,2,0,1.414213562
Libya,Bolivia,Bolivia,Libya,3,0,1.732050808
Liechtenstein,Bolivia,Bolivia,Liechtenstein,0,0,0
Lithuania,Bolivia,Bolivia,Lithuania,9,0,3
Luxembourg,Bolivia,Bolivia,Luxembourg,6,0,2.449489743
Madagascar,Bolivia,Bolivia,Madagascar,5,0,2.236067977
Malawi,Bolivia,Bolivia,Malawi,7,0,2.645751311
Malaysia,Bolivia,Bolivia,Malaysia,8,0,2.828427125
Mali,Bolivia,Bolivia,Mali,1,0,1
Malta,Bolivia,Bolivia,Malta,5,0,2.236067977
Mauritania,Bolivia,Bolivia,Mauritania,1,0,1
Mexico,Bolivia,Bolivia,Mexico,10606,11000,102.9854359
Monaco,Bolivia,Bolivia,Monaco,0,0,0
Mongolia,Bolivia,Bolivia,Mongolia,1,0,1
Montenegro,Bolivia,Bolivia,Montenegro,2,0,1.414213562
Morocco,Bolivia,Bolivia,Morocco,26,0,5.099019514
Mozambique,Bolivia,Bolivia,Mozambique,3,0,1.732050808
Myanmar,Bolivia,Bolivia,Myanmar,0,0,0
Nepal,Bolivia,Bolivia,Nepal,6,0,2.449489743
Netherlands,Bolivia,Bolivia,Netherlands,425,0,20.61552813
New Caledonia,Bolivia,Bolivia,New Caledonia,0,0,0
New Zealand,Bolivia,Bolivia,New Zealand,70,0,8.366600265
Nicaragua,Bolivia,Bolivia,Nicaragua,123,0,11.09053651
Niger,Bolivia,Bolivia,Niger,0,0,0
Nigeria,Bolivia,Bolivia,Nigeria,14,0,3.741657387
Niue,Bolivia,Bolivia,Niue,1,0,1
North Macedonia,Bolivia,Bolivia,North Macedonia,13,0,3.605551275
Norway,Bolivia,Bolivia,Norway,107,0,10.34408043
Oman,Bolivia,Bolivia,Oman,0,0,0
Pakistan,Bolivia,Bolivia,Pakistan,25,0,5
Panama,Bolivia,Bolivia,Panama,121,0,11
Papua New Guinea,Bolivia,Bolivia,Papua New Guinea,1,0,1
Paraguay,Bolivia,Bolivia,Paraguay,4772,5000,69.07966416
Peru,Bolivia,Bolivia,Peru,12565,13000,112.0937108
Philippines,Bolivia,Bolivia,Philippines,52,0,7.211102551
Poland,Bolivia,Bolivia,Poland,243,0,15.58845727
Portugal,Bolivia,Bolivia,Portugal,195,0,13.96424004
Puerto Rico,Bolivia,Bolivia,Puerto Rico,41,0,6.403124237
Qatar,Bolivia,Bolivia,Qatar,1,0,1
Republic of Korea,Bolivia,Bolivia,"Korea, Rep.",561,1000,23.68543857
Republic of Moldova,Bolivia,Bolivia,Moldova,8,0,2.828427125
Romania,Bolivia,Bolivia,Romania,79,0,8.888194417
Russia,Bolivia,Bolivia,Russia,364,0,19.07878403
Rwanda,Bolivia,Bolivia,Rwanda,1,0,1
Saint Kitts and Nevis,Bolivia,Bolivia,St. Kitts and Nevis,0,0,0
Saudi Arabia,Bolivia,Bolivia,Saudi Arabia,14,0,3.741657387
Senegal,Bolivia,Bolivia,Senegal,8,0,2.828427125
Serbia,Bolivia,Bolivia,Serbia,22,0,4.69041576
Sierra Leone,Bolivia,Bolivia,Sierra Leone,2,0,1.414213562
Singapore,Bolivia,Bolivia,Singapore,1,0,1
Sint Maarten (Dutch part),Bolivia,Bolivia,Sint Maarten (Dutch part),53,0,7.280109889
Slovakia,Bolivia,Bolivia,Slovakia,21,0,4.582575695
Slovenia,Bolivia,Bolivia,Slovenia,9,0,3
Solomon Islands,Bolivia,Bolivia,Solomon Islands,1,0,1
Somalia,Bolivia,Bolivia,Somalia,3,0,1.732050808
South Africa,Bolivia,Bolivia,South Africa,18,0,4.242640687
Spain,Bolivia,Bolivia,Spain,13568,14000,116.4817582
Sri Lanka,Bolivia,Bolivia,Sri Lanka,2,0,1.414213562
State of Palestine,Bolivia,Bolivia,Palestinian Territories,14,0,3.741657387
Sudan,Bolivia,Bolivia,Sudan,2,0,1.414213562
Suriname,Bolivia,Bolivia,Suriname,0,0,0
Sweden,Bolivia,Bolivia,Sweden,325,0,18.02775638
Switzerland,Bolivia,Bolivia,Switzerland,733,1000,27.07397274
Syria,Bolivia,Bolivia,Syria,2,0,1.414213562
Tajikistan,Bolivia,Bolivia,Tajikistan,1,0,1
Thailand,Bolivia,Bolivia,Thailand,9,0,3
Togo,Bolivia,Bolivia,Togo,1,0,1
Tonga,Bolivia,Bolivia,Tonga,0,0,0
Trinidad and Tobago,Bolivia,Bolivia,Trinidad and Tobago,5,0,2.236067977
Tunisia,Bolivia,Bolivia,Tunisia,1,0,1
Turkey,Bolivia,Bolivia,Turkey,40,0,6.32455532
Turkmenistan,Bolivia,Bolivia,Turkmenistan,0,0,0
Uganda,Bolivia,Bolivia,Uganda,0,0,0
Ukraine,Bolivia,Bolivia,Ukraine,126,0,11.22497216
United Arab Emirates,Bolivia,Bolivia,United Arab Emirates,0,0,0
United Kingdom,Bolivia,Bolivia,United Kingdom,1004,1000,31.68595904
