Origin,Destination,Select migrant country,Select migrant country  (inverse),Migrants,Migrants_R,SQRT Migrants
Afghanistan,Argentina,Argentina,Afghanistan,9,0,3
Afghanistan,Australia,Australia,Afghanistan,60879,61000,246.7367018
Afghanistan,Austria,Austria,Afghanistan,47602,48000,218.1788257
Afghanistan,Azerbaijan,Azerbaijan,Afghanistan,176,0,13.26649916
Afghanistan,Bahrain,Bahrain,Afghanistan,860,1000,29.3257566
Afghanistan,Belarus,Belarus,Afghanistan,277,0,16.64331698
Afghanistan,Belgium,Belgium,Afghanistan,24670,25000,157.0668647
Afghanistan,Bolivia,Bolivia,Afghanistan,1,0,1
Afghanistan,Brazil,Brazil,Afghanistan,73,0,8.544003745
Afghanistan,Bulgaria,Bulgaria,Afghanistan,426,0,20.63976744
Afghanistan,Canada,Canada,Afghanistan,55954,56000,236.5459786
Afghanistan,Costa Rica,Costa Rica,Afghanistan,4,0,2
Afghanistan,Cyprus,Cyprus,Afghanistan,6,0,2.449489743
Afghanistan,Czech Republic,Czech Republic,Afghanistan,484,0,22
Afghanistan,Denmark,Denmark,Afghanistan,13715,14000,117.1110584
Afghanistan,Ecuador,Ecuador,Afghanistan,167,0,12.92284798
Afghanistan,Egypt,Egypt,Afghanistan,210,0,14.49137675
Afghanistan,Estonia,Estonia,Afghanistan,65,0,8.062257748
Afghanistan,Finland,Finland,Afghanistan,7019,7000,83.77947243
Afghanistan,France,France,Afghanistan,35348,35000,188.010638
Afghanistan,Georgia,Georgia,Afghanistan,40,0,6.32455532
Afghanistan,Germany,Germany,Afghanistan,250444,250000,500.443803
Afghanistan,Greece,Greece,Afghanistan,45293,45000,212.8215215
Afghanistan,Guinea,Guinea,Afghanistan,1,0,1
Afghanistan,Hungary,Hungary,Afghanistan,1816,2000,42.61455151
Afghanistan,Iceland,Iceland,Afghanistan,108,0,10.39230485
Afghanistan,India,India,Afghanistan,16094,16000,126.8621299
Afghanistan,Iran,Iran,Afghanistan,2710601,2711000,1646.390294
Afghanistan,Iraq,Iraq,Afghanistan,314,0,17.72004515
Afghanistan,Ireland,Ireland,Afghanistan,168,0,12.9614814
Afghanistan,Israel,Israel,Afghanistan,2464,2000,49.63869458
Afghanistan,Italy,Italy,Afghanistan,18689,19000,136.7077174
Afghanistan,Jordan,Jordan,Afghanistan,61,0,7.810249676
Afghanistan,Kuwait,Kuwait,Afghanistan,2896,3000,53.81449619
Afghanistan,Latvia,Latvia,Afghanistan,46,0,6.782329983
Afghanistan,Libya,Libya,Afghanistan,340,0,18.43908892
Afghanistan,Liechtenstein,Liechtenstein,Afghanistan,6,0,2.449489743
Afghanistan,Lithuania,Lithuania,Afghanistan,41,0,6.403124237
Afghanistan,Luxembourg,Luxembourg,Afghanistan,433,0,20.80865205
Afghanistan,Malaysia,Malaysia,Afghanistan,2478,2000,49.77951386
Afghanistan,Mali,Mali,Afghanistan,553,1000,23.51595203
Afghanistan,Namibia,Namibia,Afghanistan,44,0,6.633249581
Afghanistan,Netherlands,Netherlands,Afghanistan,36418,36000,190.8350073
Afghanistan,New Zealand,New Zealand,Afghanistan,3827,4000,61.86275131
Afghanistan,Nicaragua,Nicaragua,Afghanistan,62,0,7.874007874
Afghanistan,Norway,Norway,Afghanistan,17242,17000,131.3087964
Afghanistan,Pakistan,Pakistan,Afghanistan,1598223,1598000,1264.208448
Afghanistan,Philippines,Philippines,Afghanistan,1297,1000,36.01388621
Afghanistan,Poland,Poland,Afghanistan,184,0,13.56465997
Afghanistan,Qatar,Qatar,Afghanistan,1599,2000,39.98749805
Afghanistan,Romania,Romania,Afghanistan,44,0,6.633249581
Afghanistan,Russia,Russia,Afghanistan,5090,5000,71.34423593
Afghanistan,Saudi Arabia,Saudi Arabia,Afghanistan,481215,481000,693.6966196
Afghanistan,Slovakia,Slovakia,Afghanistan,194,0,13.92838828
Afghanistan,Slovenia,Slovenia,Afghanistan,36,0,6
Afghanistan,South Africa,South Africa,Afghanistan,111,0,10.53565375
Afghanistan,Spain,Spain,Afghanistan,615,1000,24.79919354
Afghanistan,Sri Lanka,Sri Lanka,Afghanistan,132,0,11.48912529
Afghanistan,Sweden,Sweden,Afghanistan,53306,53000,230.8809217
Afghanistan,Switzerland,Switzerland,Afghanistan,15036,15000,122.6213684
Afghanistan,Syria,Syria,Afghanistan,1143,1000,33.80828301
Afghanistan,Tajikistan,Tajikistan,Afghanistan,12433,12000,111.5033632
Afghanistan,Thailand,Thailand,Afghanistan,1,0,1
Afghanistan,Turkey,Turkey,Afghanistan,117595,118000,342.9212738
Afghanistan,Turkmenistan,Turkmenistan,Afghanistan,198,0,14.07124728
Afghanistan,Ukraine,Ukraine,Afghanistan,4891,5000,69.93568474
Afghanistan,United Arab Emirates,United Arab Emirates,Afghanistan,8191,8000,90.50414355
Afghanistan,United Kingdom,United Kingdom,Afghanistan,51376,51000,226.6627451
Afghanistan,United States,United States,Afghanistan,142504,143000,377.4970199
Albania,Argentina,Argentina,Albania,66,0,8.124038405
Albania,Australia,Australia,Albania,3941,4000,62.77738446
Albania,Austria,Austria,Albania,4398,4000,66.31741853
Albania,Belgium,Belgium,Albania,11937,12000,109.2565787
Albania,Bolivia,Bolivia,Albania,1,0,1
Albania,Bulgaria,Bulgaria,Albania,1351,1000,36.7559519
Albania,Canada,Canada,Albania,16544,17000,128.6234815
Albania,Costa Rica,Costa Rica,Albania,4,0,2
Albania,Croatia,Croatia,Albania,160,0,12.64911064
Albania,Cuba,Cuba,Albania,0,0,0
Albania,Cyprus,Cyprus,Albania,274,0,16.55294536
Albania,Czech Republic,Czech Republic,Albania,487,0,22.06807649
Albania,Denmark,Denmark,Albania,568,1000,23.83275058
Albania,Ecuador,Ecuador,Albania,73,0,8.544003745
Albania,Egypt,Egypt,Albania,119,0,10.90871212
Albania,Estonia,Estonia,Albania,41,0,6.403124237
Albania,Finland,Finland,Albania,706,1000,26.57066051
Albania,France,France,Albania,8925,9000,94.47221814
Albania,Georgia,Georgia,Albania,9,0,3
Albania,Germany,Germany,Albania,61063,61000,247.1092876
Albania,Greece,Greece,Albania,446614,447000,668.2918524
Albania,Guinea,Guinea,Albania,9,0,3
Albania,Hungary,Hungary,Albania,503,1000,22.42766149
Albania,Iceland,Iceland,Albania,220,0,14.83239697
Albania,Ireland,Ireland,Albania,340,0,18.43908892
Albania,Italy,Italy,Albania,486187,486000,697.2711094
Albania,Latvia,Latvia,Albania,12,0,3.464101615
Albania,Libya,Libya,Albania,320,0,17.88854382
Albania,Liechtenstein,Liechtenstein,Albania,2,0,1.414213562
Albania,Lithuania,Lithuania,Albania,28,0,5.291502622
Albania,Luxembourg,Luxembourg,Albania,1058,1000,32.52691194
Albania,Mali,Mali,Albania,1482,1000,38.49675311
Albania,Malta,Malta,Albania,229,0,15.13274595
Albania,Montenegro,Montenegro,Albania,2763,3000,52.5642464
Albania,Netherlands,Netherlands,Albania,2402,2000,49.01020302
Albania,North Macedonia,North Macedonia,Albania,68113,68000,260.9846739
Albania,Norway,Norway,Albania,2174,2000,46.62617291
Albania,Philippines,Philippines,Albania,122,0,11.04536102
Albania,Poland,Poland,Albania,165,0,12.84523258
Albania,Portugal,Portugal,Albania,55,0,7.416198487
Albania,Romania,Romania,Albania,823,1000,28.68797658
Albania,Russia,Russia,Albania,232,0,15.23154621
Albania,San Marino,San Marino,Albania,39,0,6.244997998
Albania,Serbia,Serbia,Albania,475,0,21.79449472
Albania,Slovakia,Slovakia,Albania,133,0,11.5325626
Albania,Slovenia,Slovenia,Albania,146,0,12.08304597
Albania,South Africa,South Africa,Albania,195,0,13.96424004
Albania,Spain,Spain,Albania,2615,3000,51.1370707
Albania,Sweden,Sweden,Albania,5724,6000,75.65712128
Albania,Switzerland,Switzerland,Albania,4323,4000,65.74952471
Albania,Turkey,Turkey,Albania,4554,5000,67.48333128
Albania,United Kingdom,United Kingdom,Albania,10458,10000,102.2643633
Albania,United States,United States,Albania,97252,97000,311.8525293
Albania,Venezuela,Venezuela,Albania,17,0,4.123105626
Algeria,Argentina,Argentina,Algeria,103,0,10.14889157
Algeria,Australia,Australia,Algeria,1776,2000,42.14261501
Algeria,Austria,Austria,Algeria,1581,2000,39.7617907
Algeria,Belarus,Belarus,Algeria,51,0,7.141428429
Algeria,Belgium,Belgium,Algeria,27491,27000,165.8041013
Algeria,Bolivia,Bolivia,Algeria,3,0,1.732050808
Algeria,Brazil,Brazil,Algeria,232,0,15.23154621
Algeria,Bulgaria,Bulgaria,Algeria,460,0,21.44761059
Algeria,Canada,Canada,Algeria,69587,70000,263.7934798
Algeria,Costa Rica,Costa Rica,Algeria,14,0,3.741657387
Algeria,Croatia,Croatia,Algeria,50,0,7.071067812
Algeria,Cuba,Cuba,Algeria,8,0,2.828427125
Algeria,Cyprus,Cyprus,Algeria,34,0,5.830951895
Algeria,Czech Republic,Czech Republic,Algeria,805,1000,28.37252192
Algeria,Denmark,Denmark,Algeria,1004,1000,31.68595904
Algeria,Ecuador,Ecuador,Algeria,50,0,7.071067812
Algeria,Egypt,Egypt,Algeria,889,1000,29.81610303
Algeria,Estonia,Estonia,Algeria,32,0,5.656854249
Algeria,Finland,Finland,Algeria,1014,1000,31.84336666
Algeria,France,France,Algeria,1637211,1637000,1279.535463
Algeria,French Guiana,French Guiana,Algeria,403,0,20.0748599
Algeria,French Polynesia,French Polynesia,Algeria,681,1000,26.0959767
Algeria,Gabon,Gabon,Algeria,108,0,10.39230485
Algeria,Georgia,Georgia,Algeria,16,0,4
Algeria,Germany,Germany,Algeria,25819,26000,160.6829176
Algeria,Ghana,Ghana,Algeria,13,0,3.605551275
Algeria,Greece,Greece,Algeria,407,0,20.174241
Algeria,Guadeloupe,Guadeloupe,Algeria,142,0,11.91637529
Algeria,Guinea,Guinea,Algeria,6766,7000,82.25569889
Algeria,Hungary,Hungary,Algeria,929,1000,30.47950131
Algeria,Iceland,Iceland,Algeria,68,0,8.246211251
Algeria,Ireland,Ireland,Algeria,673,1000,25.94224354
Algeria,Israel,Israel,Algeria,44358,44000,210.6133899
Algeria,Italy,Italy,Algeria,22363,22000,149.5426361
Algeria,Jordan,Jordan,Algeria,345,0,18.57417562
Algeria,Latvia,Latvia,Algeria,18,0,4.242640687
Algeria,Libya,Libya,Algeria,3830,4000,61.88699379
Algeria,Liechtenstein,Liechtenstein,Algeria,6,0,2.449489743
Algeria,Lithuania,Lithuania,Algeria,11,0,3.31662479
Algeria,Luxembourg,Luxembourg,Algeria,1113,1000,33.36165464
Algeria,Mali,Mali,Algeria,553,1000,23.51595203
Algeria,Malta,Malta,Algeria,155,0,12.4498996
Algeria,Martinique,Martinique,Algeria,113,0,10.63014581
Algeria,Mauritania,Mauritania,Algeria,1788,2000,42.28474902
Algeria,Mexico,Mexico,Algeria,110,0,10.48808848
Algeria,Morocco,Morocco,Algeria,14497,14000,120.4034883
Algeria,Namibia,Namibia,Algeria,505,1000,22.47220505
Algeria,Netherlands,Netherlands,Algeria,4219,4000,64.95382976
Algeria,New Caledonia,New Caledonia,Algeria,621,1000,24.91987159
Algeria,Nicaragua,Nicaragua,Algeria,117,0,10.81665383
Algeria,Niger,Niger,Algeria,587,1000,24.22808288
Algeria,Norway,Norway,Algeria,1283,1000,35.81898938
Algeria,Peru,Peru,Algeria,33,0,5.744562647
Algeria,Philippines,Philippines,Algeria,490,0,22.13594362
Algeria,Poland,Poland,Algeria,766,1000,27.67670501
Algeria,Portugal,Portugal,Algeria,261,0,16.15549442
Algeria,Romania,Romania,Algeria,554,1000,23.53720459
Algeria,Russia,Russia,Algeria,776,1000,27.85677655
Algeria,Senegal,Senegal,Algeria,4338,4000,65.8634952
Algeria,Serbia,Serbia,Algeria,52,0,7.211102551
Algeria,Slovakia,Slovakia,Algeria,125,0,11.18033989
Algeria,Slovenia,Slovenia,Algeria,40,0,6.32455532
Algeria,South Africa,South Africa,Algeria,537,1000,23.17326045
Algeria,Spain,Spain,Algeria,61611,62000,248.2156321
Algeria,Sweden,Sweden,Algeria,3451,3000,58.74521257
Algeria,Switzerland,Switzerland,Algeria,10136,10000,100.6777036
Algeria,Tajikistan,Tajikistan,Algeria,128,0,11.3137085
Algeria,Tunisia,Tunisia,Algeria,11060,11000,105.1665346
Algeria,Turkey,Turkey,Algeria,887,1000,29.78254522
Algeria,Uganda,Uganda,Algeria,0,0,0
Algeria,United Kingdom,United Kingdom,Algeria,23380,23000,152.9051994
Algeria,United States,United States,Algeria,28531,29000,168.9112193
Algeria,Venezuela,Venezuela,Algeria,89,0,9.433981132
Algeria,Western Sahara,Western Sahara,Algeria,80,0,8.94427191
American Samoa,Australia,Australia,American Samoa,0,0,0
American Samoa,France,France,American Samoa,0,0,0
American Samoa,Greece,Greece,American Samoa,0,0,0
American Samoa,Mali,Mali,American Samoa,462,0,21.49418526
American Samoa,Micronesia,Micronesia,American Samoa,22,0,4.69041576
American Samoa,Russia,Russia,American Samoa,41,0,6.403124237
American Samoa,Samoa,Samoa,American Samoa,1307,1000,36.15245497
Andorra,Argentina,Argentina,Andorra,1,0,1
Andorra,Australia,Australia,Andorra,30,0,5.477225575
Andorra,Austria,Austria,Andorra,3,0,1.732050808
Andorra,Belgium,Belgium,Andorra,42,0,6.480740698
Andorra,Bolivia,Bolivia,Andorra,0,0,0
Andorra,Brazil,Brazil,Andorra,13,0,3.605551275
Andorra,Bulgaria,Bulgaria,Andorra,0,0,0
Andorra,Czech Republic,Czech Republic,Andorra,0,0,0
Andorra,Denmark,Denmark,Andorra,5,0,2.236067977
Andorra,Estonia,Estonia,Andorra,1,0,1
Andorra,Finland,Finland,Andorra,2,0,1.414213562
Andorra,France,France,Andorra,1120,1000,33.46640106
Andorra,Greece,Greece,Andorra,1,0,1
Andorra,Guinea,Guinea,Andorra,4,0,2
Andorra,Hungary,Hungary,Andorra,0,0,0
Andorra,Iceland,Iceland,Andorra,2,0,1.414213562
Andorra,Ireland,Ireland,Andorra,1,0,1
Andorra,Italy,Italy,Andorra,44,0,6.633249581
Andorra,Latvia,Latvia,Andorra,0,0,0
Andorra,Liechtenstein,Liechtenstein,Andorra,0,0,0
Andorra,Luxembourg,Luxembourg,Andorra,38,0,6.164414003
Andorra,Mali,Mali,Andorra,1204,1000,34.69870315
Andorra,Netherlands,Netherlands,Andorra,27,0,5.196152423
Andorra,Norway,Norway,Andorra,12,0,3.464101615
Andorra,Portugal,Portugal,Andorra,425,0,20.61552813
Andorra,Romania,Romania,Andorra,17,0,4.123105626
Andorra,Slovakia,Slovakia,Andorra,0,0,0
Andorra,Spain,Spain,Andorra,7964,8000,89.24124607
Andorra,Sweden,Sweden,Andorra,4,0,2
Andorra,Switzerland,Switzerland,Andorra,119,0,10.90871212
Andorra,United Kingdom,United Kingdom,Andorra,53,0,7.280109889
Angola,Argentina,Argentina,Angola,9,0,3
Angola,Australia,Australia,Angola,602,1000,24.53568829
Angola,Austria,Austria,Angola,436,0,20.88061302
Angola,Belgium,Belgium,Angola,7095,7000,84.23182297
Angola,Bolivia,Bolivia,Angola,6,0,2.449489743
Angola,Botswana,Botswana,Angola,779,1000,27.91057147
Angola,Brazil,Brazil,Angola,8184,8000,90.46546302
Angola,Bulgaria,Bulgaria,Angola,15,0,3.872983346
Angola,Cabo Verde,Cabo Verde,Angola,390,0,19.74841766
Angola,Cameroon,Cameroon,Angola,2976,3000,54.55272679
Angola,Canada,Canada,Angola,3358,3000,57.94825278
Angola,Congo,Congo,Angola,40969,41000,202.4080038
Angola,Costa Rica,Costa Rica,Angola,3,0,1.732050808
Angola,Cuba,Cuba,Angola,30,0,5.477225575
Angola,Czech Republic,Czech Republic,Angola,161,0,12.68857754
Angola,Congo [DRC],DR Congo,Angola,177028,177000,420.7469548
Angola,Denmark,Denmark,Angola,169,0,13
Angola,Ecuador,Ecuador,Angola,43,0,6.557438524
Angola,Egypt,Egypt,Angola,28,0,5.291502622
Angola,Eritrea,Eritrea,Angola,301,0,17.34935157
Angola,Estonia,Estonia,Angola,3,0,1.732050808
Angola,Eswatini,Eswatini,Angola,133,0,11.5325626
Angola,Finland,Finland,Angola,441,0,21
Angola,France,France,Angola,24350,24000,156.0448653
Angola,Gabon,Gabon,Angola,1111,1000,33.33166663
Angola,Germany,Germany,Angola,1338,1000,36.57868232
Angola,Greece,Greece,Angola,11,0,3.31662479
Angola,Guinea,Guinea,Angola,109,0,10.44030651
Angola,Hungary,Hungary,Angola,116,0,10.77032961
Angola,Iceland,Iceland,Angola,50,0,7.071067812
Angola,Ireland,Ireland,Angola,548,1000,23.40939982
Angola,Italy,Italy,Angola,1917,2000,43.78355856
Angola,Latvia,Latvia,Angola,0,0,0
Angola,Liechtenstein,Liechtenstein,Angola,7,0,2.645751311
Angola,Lithuania,Lithuania,Angola,2,0,1.414213562
Angola,Luxembourg,Luxembourg,Angola,1061,1000,32.57299495
Angola,Mali,Mali,Angola,1807,2000,42.50882261
Angola,Mexico,Mexico,Angola,57,0,7.549834435
Angola,Mozambique,Mozambique,Angola,39092,39000,197.7169694
Angola,Namibia,Namibia,Angola,40105,40000,200.262328
Angola,Netherlands,Netherlands,Angola,4957,5000,70.40596566
Angola,Norway,Norway,Angola,496,0,22.27105745
Angola,Peru,Peru,Angola,26,0,5.099019514
Angola,Philippines,Philippines,Angola,79,0,8.888194417
Angola,Poland,Poland,Angola,72,0,8.485281374
Angola,Portugal,Portugal,Angola,179524,180000,423.702726
Angola,Romania,Romania,Angola,98,0,9.899494937
Angola,Russia,Russia,Angola,509,1000,22.56102835
Angola,Sao Tome and Principe,Sao Tome and Principe,Angola,319,0,17.8605711
Angola,Slovakia,Slovakia,Angola,25,0,5
Angola,Slovenia,Slovenia,Angola,2,0,1.414213562
Angola,South Africa,South Africa,Angola,47945,48000,218.9634673
Angola,Spain,Spain,Angola,4795,5000,69.24593851
Angola,Sweden,Sweden,Angola,812,1000,28.4956137
Angola,Switzerland,Switzerland,Angola,6936,7000,83.28265126
Angola,United Kingdom,United Kingdom,Angola,13471,13000,116.0646372
Angola,United Republic of Tanzania,Tanzania,Angola,1115,1000,33.39161571
Angola,United States,United States,Angola,20445,20000,142.9860133
Angola,Venezuela,Venezuela,Angola,176,0,13.26649916
Angola,Zambia,Zambia,Angola,31424,31000,177.2681584
Anguilla,Antigua and Barbuda,Antigua and Barbuda,Anguilla,39,0,6.244997998
Anguilla,"Bonaire, Sint Eustatius and Saba","Bonaire, Sint Eustatius and Saba",Anguilla,0,0,0
Anguilla,Bulgaria,Bulgaria,Anguilla,30,0,5.477225575
Anguilla,Canada,Canada,Anguilla,68,0,8.246211251
Anguilla,Curaçao,Curaçao,Anguilla,47,0,6.8556546
Anguilla,Dominica,Dominica,Anguilla,18,0,4.242640687
Anguilla,Dominican Republic,Dominican Republic,Anguilla,34,0,5.830951895
Anguilla,France,France,Anguilla,9,0,3
Anguilla,Greece,Greece,Anguilla,8,0,2.828427125
Anguilla,Ireland,Ireland,Anguilla,0,0,0
Anguilla,Latvia,Latvia,Anguilla,0,0,0
Anguilla,Netherlands,Netherlands,Anguilla,18,0,4.242640687
Anguilla,Romania,Romania,Anguilla,3,0,1.732050808
Anguilla,Russia,Russia,Anguilla,47,0,6.8556546
Anguilla,Saint Lucia,St. Lucia,Anguilla,3,0,1.732050808
Anguilla,Sint Maarten (Dutch part),Sint Maarten (Dutch part),Anguilla,403,0,20.0748599
Anguilla,United Kingdom,United Kingdom,Anguilla,807,1000,28.40774542
Anguilla,United States Virgin Islands,Virgin Islands (U.S.),Anguilla,971,1000,31.1608729
Antigua and Barbuda,Australia,Australia,Antigua and Barbuda,63,0,7.937253933
Antigua and Barbuda,Austria,Austria,Antigua and Barbuda,8,0,2.828427125
Antigua and Barbuda,Bahamas,Bahamas,Antigua and Barbuda,13,0,3.605551275
Antigua and Barbuda,Barbados,Barbados,Antigua and Barbuda,194,0,13.92838828
Antigua and Barbuda,Belgium,Belgium,Antigua and Barbuda,1,0,1
Antigua and Barbuda,Bolivia,Bolivia,Antigua and Barbuda,0,0,0
Antigua and Barbuda,"Bonaire, Sint Eustatius and Saba","Bonaire, Sint Eustatius and Saba",Antigua and Barbuda,0,0,0
Antigua and Barbuda,British Virgin Islands,British Virgin Islands,Antigua and Barbuda,877,1000,29.61418579
Antigua and Barbuda,Bulgaria,Bulgaria,Antigua and Barbuda,4,0,2
Antigua and Barbuda,Canada,Canada,Antigua and Barbuda,2486,2000,49.85980345
Antigua and Barbuda,Curaçao,Curaçao,Antigua and Barbuda,62,0,7.874007874
Antigua and Barbuda,Czech Republic,Czech Republic,Antigua and Barbuda,0,0,0
Antigua and Barbuda,Denmark,Denmark,Antigua and Barbuda,3,0,1.732050808
Antigua and Barbuda,Dominica,Dominica,Antigua and Barbuda,451,0,21.23676058
Antigua and Barbuda,Dominican Republic,Dominican Republic,Antigua and Barbuda,186,0,13.6381817
Antigua and Barbuda,Egypt,Egypt,Antigua and Barbuda,15,0,3.872983346
Antigua and Barbuda,Estonia,Estonia,Antigua and Barbuda,7,0,2.645751311
Antigua and Barbuda,Finland,Finland,Antigua and Barbuda,1,0,1
Antigua and Barbuda,France,France,Antigua and Barbuda,67,0,8.185352772
Antigua and Barbuda,Greece,Greece,Antigua and Barbuda,29,0,5.385164807
Antigua and Barbuda,Grenada,Grenada,Antigua and Barbuda,39,0,6.244997998
Antigua and Barbuda,Guinea,Guinea,Antigua and Barbuda,4276,4000,65.3911309
Antigua and Barbuda,Guyana,Guyana,Antigua and Barbuda,9,0,3
Antigua and Barbuda,Hungary,Hungary,Antigua and Barbuda,0,0,0
Antigua and Barbuda,Iceland,Iceland,Antigua and Barbuda,0,0,0
Antigua and Barbuda,Ireland,Ireland,Antigua and Barbuda,1,0,1
Antigua and Barbuda,Italy,Italy,Antigua and Barbuda,22,0,4.69041576
Antigua and Barbuda,Jamaica,Jamaica,Antigua and Barbuda,154,0,12.40967365
Antigua and Barbuda,Latvia,Latvia,Antigua and Barbuda,0,0,0
Antigua and Barbuda,Luxembourg,Luxembourg,Antigua and Barbuda,2,0,1.414213562
Antigua and Barbuda,Montserrat,Montserrat,Antigua and Barbuda,116,0,10.77032961
Antigua and Barbuda,Namibia,Namibia,Antigua and Barbuda,490,0,22.13594362
Antigua and Barbuda,Netherlands,Netherlands,Antigua and Barbuda,35,0,5.916079783
Antigua and Barbuda,Nicaragua,Nicaragua,Antigua and Barbuda,123,0,11.09053651
Antigua and Barbuda,Norway,Norway,Antigua and Barbuda,4,0,2
Antigua and Barbuda,Romania,Romania,Antigua and Barbuda,0,0,0
Antigua and Barbuda,Saint Kitts and Nevis,St. Kitts and Nevis,Antigua and Barbuda,417,0,20.42057786
Antigua and Barbuda,Saint Lucia,St. Lucia,Antigua and Barbuda,85,0,9.219544457
Antigua and Barbuda,Saint Vincent and the Grenadines,St. Vincent and the Grenadines,Antigua and Barbuda,56,0,7.483314774
Antigua and Barbuda,Sint Maarten (Dutch part),Sint Maarten (Dutch part),Antigua and Barbuda,563,1000,23.72762104
Antigua and Barbuda,Sweden,Sweden,Antigua and Barbuda,5,0,2.236067977
Antigua and Barbuda,Switzerland,Switzerland,Antigua and Barbuda,67,0,8.185352772
Antigua and Barbuda,United Kingdom,United Kingdom,Antigua and Barbuda,5005,5000,70.74602462
Antigua and Barbuda,United States,United States,Antigua and Barbuda,46037,46000,214.5623453
Antigua and Barbuda,United States Virgin Islands,Virgin Islands (U.S.),Antigua and Barbuda,4588,5000,67.73477689
Argentina,Andorra,Andorra,Argentina,734,1000,27.09243437
Argentina,Australia,Australia,Argentina,17900,18000,133.7908816
Argentina,Austria,Austria,Argentina,1698,2000,41.20679556
Argentina,Bahamas,Bahamas,Argentina,117,0,10.81665383
Argentina,Belarus,Belarus,Argentina,99,0,9.949874371
Argentina,Belgium,Belgium,Argentina,2587,3000,50.8625599
Argentina,Bolivia,Bolivia,Argentina,47601,48000,218.176534
Argentina,"Bonaire, Sint Eustatius and Saba","Bonaire, Sint Eustatius and Saba",Argentina,0,0,0
Argentina,Brazil,Brazil,Argentina,36910,37000,192.1197543
Argentina,Bulgaria,Bulgaria,Argentina,127,0,11.26942767
Argentina,Cabo Verde,Cabo Verde,Argentina,3,0,1.732050808
Argentina,Canada,Canada,Argentina,20921,21000,144.6409347
Argentina,Cayman Islands,Cayman Islands,Argentina,12,0,3.464101615
Argentina,Chile,Chile,Argentina,79253,79000,281.5190935
Argentina,Colombia,Colombia,Argentina,5719,6000,75.62407024
Argentina,Costa Rica,Costa Rica,Argentina,1761,2000,41.96427052
Argentina,Croatia,Croatia,Argentina,186,0,13.6381817
Argentina,Cuba,Cuba,Argentina,35,0,5.916079783
Argentina,Curaçao,Curaçao,Argentina,24,0,4.898979486
Argentina,Cyprus,Cyprus,Argentina,81,0,9
Argentina,Czech Republic,Czech Republic,Argentina,366,0,19.13112647
Argentina,Denmark,Denmark,Argentina,2361,2000,48.59012245
Argentina,Dominican Republic,Dominican Republic,Argentina,1116,1000,33.40658618
Argentina,Ecuador,Ecuador,Argentina,5645,6000,75.13321503
Argentina,Egypt,Egypt,Argentina,251,0,15.84297952
Argentina,El Salvador,El Salvador,Argentina,218,0,14.76482306
Argentina,Estonia,Estonia,Argentina,54,0,7.348469228
Argentina,Falkland Islands,Falkland Islands,Argentina,31,0,5.567764363
Argentina,Finland,Finland,Argentina,460,0,21.44761059
Argentina,France,France,Argentina,14807,15000,121.684017
Argentina,Georgia,Georgia,Argentina,14,0,3.741657387
Argentina,Germany,Germany,Argentina,20566,21000,143.4085074
Argentina,Greece,Greece,Argentina,652,1000,25.53429067
Argentina,Guatemala,Guatemala,Argentina,595,1000,24.39262184
Argentina,Guinea,Guinea,Argentina,105,0,10.24695077
Argentina,Haiti,Haiti,Argentina,456,0,21.3541565
Argentina,Honduras,Honduras,Argentina,194,0,13.92838828
Argentina,Hungary,Hungary,Argentina,432,0,20.78460969
Argentina,Iceland,Iceland,Argentina,83,0,9.110433579
Argentina,Ireland,Ireland,Argentina,374,0,19.33907961
Argentina,Israel,Israel,Argentina,38204,38000,195.4584355
Argentina,Italy,Italy,Argentina,72321,72000,268.9256403
Argentina,Japan,Japan,Argentina,3629,4000,60.24118193
Argentina,Latvia,Latvia,Argentina,22,0,4.69041576
Argentina,Liechtenstein,Liechtenstein,Argentina,24,0,4.898979486
Argentina,Lithuania,Lithuania,Argentina,65,0,8.062257748
Argentina,Luxembourg,Luxembourg,Argentina,407,0,20.174241
Argentina,Malta,Malta,Argentina,28,0,5.291502622
Argentina,Mauritania,Mauritania,Argentina,71,0,8.426149773
Argentina,Mexico,Mexico,Argentina,16688,17000,129.1820421
Argentina,Namibia,Namibia,Argentina,50,0,7.071067812
Argentina,Netherlands,Netherlands,Argentina,4371,4000,66.1135387
Argentina,New Zealand,New Zealand,Argentina,4136,4000,64.31174076
Argentina,Nicaragua,Nicaragua,Argentina,281,0,16.76305461
Argentina,Norway,Norway,Argentina,1246,1000,35.29872519
Argentina,Panama,Panama,Argentina,3062,3000,55.33534133
Argentina,Paraguay,Paraguay,Argentina,61833,62000,248.6624218
Argentina,Peru,Peru,Argentina,26854,27000,163.8719012
Argentina,Philippines,Philippines,Argentina,155,0,12.4498996
Argentina,Poland,Poland,Argentina,357,0,18.89444363
Argentina,Portugal,Portugal,Argentina,1512,2000,38.88444419
Argentina,Puerto Rico,Puerto Rico,Argentina,828,1000,28.77498914
Argentina,Romania,Romania,Argentina,337,0,18.35755975
Argentina,Russia,Russia,Argentina,250,0,15.8113883
Argentina,San Marino,San Marino,Argentina,90,0,9.486832981
Argentina,Serbia,Serbia,Argentina,48,0,6.92820323
Argentina,Slovakia,Slovakia,Argentina,90,0,9.486832981
Argentina,Slovenia,Slovenia,Argentina,435,0,20.85665362
Argentina,South Africa,South Africa,Argentina,2854,3000,53.42284156
