,Origin,Destination,Select migrant country,Select migrant country  (inverse),Migrants,Migrants_R,SQRT Migrants,Origin (latitude),Origin (longitude),Destination (latitude),Destination (longitude)
0,Afghanistan,Argentina,Argentina,Afghanistan,9.0,0.0,3.0,33.93911,67.709953,-38.416097,-63.616671999999994
1,Afghanistan,Australia,Australia,Afghanistan,60879.0,61000.0,246.73670180000002,33.93911,67.709953,-25.274398,133.775136
2,Afghanistan,Austria,Austria,Afghanistan,47602.0,48000.0,218.17882569999998,33.93911,67.709953,47.516231,14.550072
3,Afghanistan,Azerbaijan,Azerbaijan,Afghanistan,176.0,0.0,13.26649916,33.93911,67.709953,40.143105,47.576927000000005
4,Afghanistan,Bahrain,Bahrain,Afghanistan,860.0,1000.0,29.3257566,33.93911,67.709953,25.930414000000003,50.637772
5,Afghanistan,Belarus,Belarus,Afghanistan,277.0,0.0,16.64331698,33.93911,67.709953,53.709807,27.953389
6,Afghanistan,Belgium,Belgium,Afghanistan,24670.0,25000.0,157.0668647,33.93911,67.709953,50.503887,4.469936
7,Afghanistan,Bolivia,Bolivia,Afghanistan,1.0,0.0,1.0,33.93911,67.709953,-16.290154,-63.588653
8,Afghanistan,Brazil,Brazil,Afghanistan,73.0,0.0,8.544003745,33.93911,67.709953,-14.235004,-51.92528
9,Afghanistan,Bulgaria,Bulgaria,Afghanistan,426.0,0.0,20.63976744,33.93911,67.709953,42.733883,25.48583
10,Afghanistan,Canada,Canada,Afghanistan,55954.0,56000.0,236.54597859999998,33.93911,67.709953,56.130366,-106.34677099999999
11,Afghanistan,Costa Rica,Costa Rica,Afghanistan,4.0,0.0,2.0,33.93911,67.709953,9.748917,-83.753428
12,Afghanistan,Cyprus,Cyprus,Afghanistan,6.0,0.0,2.449489743,33.93911,67.709953,35.126413,33.429859
13,Afghanistan,Czech Republic,Czech Republic,Afghanistan,484.0,0.0,22.0,33.93911,67.709953,49.817492,15.472961999999999
14,Afghanistan,Denmark,Denmark,Afghanistan,13715.0,14000.0,117.1110584,33.93911,67.709953,56.26392,9.501785
15,Afghanistan,Ecuador,Ecuador,Afghanistan,167.0,0.0,12.92284798,33.93911,67.709953,-1.8312389999999998,-78.183406
16,Afghanistan,Egypt,Egypt,Afghanistan,210.0,0.0,14.49137675,33.93911,67.709953,26.820553000000004,30.802497999999996
17,Afghanistan,Estonia,Estonia,Afghanistan,65.0,0.0,8.062257748,33.93911,67.709953,58.595271999999994,25.013607
18,Afghanistan,Finland,Finland,Afghanistan,7019.0,7000.0,83.77947243,33.93911,67.709953,61.92411,25.748151
19,Afghanistan,France,France,Afghanistan,35348.0,35000.0,188.010638,33.93911,67.709953,46.227638,2.213749
20,Afghanistan,Georgia,Georgia,Afghanistan,40.0,0.0,6.32455532,33.93911,67.709953,42.315407,43.356891999999995
21,Afghanistan,Germany,Germany,Afghanistan,250444.0,250000.0,500.443803,33.93911,67.709953,51.165690999999995,10.451526
22,Afghanistan,Greece,Greece,Afghanistan,45293.0,45000.0,212.8215215,33.93911,67.709953,39.074208,21.824312
23,Afghanistan,Guinea,Guinea,Afghanistan,1.0,0.0,1.0,33.93911,67.709953,9.945587,-9.696645
24,Afghanistan,Hungary,Hungary,Afghanistan,1816.0,2000.0,42.61455151,33.93911,67.709953,47.162494,19.503304
25,Afghanistan,Iceland,Iceland,Afghanistan,108.0,0.0,10.39230485,33.93911,67.709953,64.96305100000001,-19.020835
26,Afghanistan,India,India,Afghanistan,16094.0,16000.0,126.86212990000001,33.93911,67.709953,20.593684,78.96288
27,Afghanistan,Iran,Iran,Afghanistan,2710601.0,2711000.0,1646.390294,33.93911,67.709953,32.427908,53.68804599999999
28,Afghanistan,Iraq,Iraq,Afghanistan,314.0,0.0,17.72004515,33.93911,67.709953,33.223191,43.679291
29,Afghanistan,Ireland,Ireland,Afghanistan,168.0,0.0,12.9614814,33.93911,67.709953,53.41291,-8.243889999999999
30,Afghanistan,Israel,Israel,Afghanistan,2464.0,2000.0,49.63869458,33.93911,67.709953,31.046051000000002,34.851612
31,Afghanistan,Italy,Italy,Afghanistan,18689.0,19000.0,136.7077174,33.93911,67.709953,41.87194,12.56738
32,Afghanistan,Jordan,Jordan,Afghanistan,61.0,0.0,7.810249676000001,33.93911,67.709953,30.585164000000002,36.238414
33,Afghanistan,Kuwait,Kuwait,Afghanistan,2896.0,3000.0,53.81449619,33.93911,67.709953,29.311659999999996,47.481766
34,Afghanistan,Latvia,Latvia,Afghanistan,46.0,0.0,6.7823299829999995,33.93911,67.709953,56.879635,24.603189
35,Afghanistan,Libya,Libya,Afghanistan,340.0,0.0,18.43908892,33.93911,67.709953,26.3351,17.228331
36,Afghanistan,Liechtenstein,Liechtenstein,Afghanistan,6.0,0.0,2.449489743,33.93911,67.709953,47.166000000000004,9.555373
37,Afghanistan,Lithuania,Lithuania,Afghanistan,41.0,0.0,6.403124237,33.93911,67.709953,55.169438,23.881275
38,Afghanistan,Luxembourg,Luxembourg,Afghanistan,433.0,0.0,20.80865205,33.93911,67.709953,49.815273,6.129583
39,Afghanistan,Malaysia,Malaysia,Afghanistan,2478.0,2000.0,49.77951386,33.93911,67.709953,4.210483999999999,101.97576600000001
40,Afghanistan,Mali,Mali,Afghanistan,553.0,1000.0,23.51595203,33.93911,67.709953,17.570692,-3.9961660000000006
41,Afghanistan,Namibia,Namibia,Afghanistan,44.0,0.0,6.633249581,33.93911,67.709953,-22.957639999999998,18.49041
42,Afghanistan,Netherlands,Netherlands,Afghanistan,36418.0,36000.0,190.8350073,33.93911,67.709953,52.132633,5.291266
43,Afghanistan,New Zealand,New Zealand,Afghanistan,3827.0,4000.0,61.86275131,33.93911,67.709953,-40.900557,174.88597099999998
44,Afghanistan,Nicaragua,Nicaragua,Afghanistan,62.0,0.0,7.874007874,33.93911,67.709953,12.865416,-85.207229
45,Afghanistan,Norway,Norway,Afghanistan,17242.0,17000.0,131.3087964,33.93911,67.709953,60.472024,8.468946
46,Afghanistan,Pakistan,Pakistan,Afghanistan,1598223.0,1598000.0,1264.208448,33.93911,67.709953,30.375321000000003,69.345116
47,Afghanistan,Philippines,Philippines,Afghanistan,1297.0,1000.0,36.01388621,33.93911,67.709953,12.879721,121.77401699999999
48,Afghanistan,Poland,Poland,Afghanistan,184.0,0.0,13.56465997,33.93911,67.709953,51.919438,19.145135999999997
49,Afghanistan,Qatar,Qatar,Afghanistan,1599.0,2000.0,39.98749805,33.93911,67.709953,25.354826,51.183884
50,Afghanistan,Romania,Romania,Afghanistan,44.0,0.0,6.633249581,33.93911,67.709953,45.943160999999996,24.96676
51,Afghanistan,Russia,Russia,Afghanistan,5090.0,5000.0,71.34423593,33.93911,67.709953,61.52401,105.31875600000001
52,Afghanistan,Saudi Arabia,Saudi Arabia,Afghanistan,481215.0,481000.0,693.6966196000001,33.93911,67.709953,23.885942,45.079162
53,Afghanistan,Slovakia,Slovakia,Afghanistan,194.0,0.0,13.92838828,33.93911,67.709953,48.669026,19.699023999999998
54,Afghanistan,Slovenia,Slovenia,Afghanistan,36.0,0.0,6.0,33.93911,67.709953,46.151241,14.995463
55,Afghanistan,South Africa,South Africa,Afghanistan,111.0,0.0,10.53565375,33.93911,67.709953,-30.559482,22.937506
56,Afghanistan,Spain,Spain,Afghanistan,615.0,1000.0,24.79919354,33.93911,67.709953,40.463667,-3.7492199999999998
57,Afghanistan,Sri Lanka,Sri Lanka,Afghanistan,132.0,0.0,11.48912529,33.93911,67.709953,7.873054,80.77179699999999
58,Afghanistan,Sweden,Sweden,Afghanistan,53306.0,53000.0,230.88092169999996,33.93911,67.709953,60.128161,18.643501
59,Afghanistan,Switzerland,Switzerland,Afghanistan,15036.0,15000.0,122.62136840000001,33.93911,67.709953,46.818188,8.227511999999999
60,Afghanistan,Syria,Syria,Afghanistan,1143.0,1000.0,33.80828301,33.93911,67.709953,34.802075,38.996815000000005
61,Afghanistan,Tajikistan,Tajikistan,Afghanistan,12433.0,12000.0,111.5033632,33.93911,67.709953,38.861034000000004,71.276093
62,Afghanistan,Thailand,Thailand,Afghanistan,1.0,0.0,1.0,33.93911,67.709953,15.870032,100.992541
63,Afghanistan,Turkey,Turkey,Afghanistan,117595.0,118000.0,342.9212738,33.93911,67.709953,38.963745,35.243322
64,Afghanistan,Turkmenistan,Turkmenistan,Afghanistan,198.0,0.0,14.07124728,33.93911,67.709953,38.969719,59.556278000000006
65,Afghanistan,Ukraine,Ukraine,Afghanistan,4891.0,5000.0,69.93568474,33.93911,67.709953,48.379433,31.16558
66,Afghanistan,United Arab Emirates,United Arab Emirates,Afghanistan,8191.0,8000.0,90.50414355,33.93911,67.709953,23.424076,53.847818000000004
67,Afghanistan,United Kingdom,United Kingdom,Afghanistan,51376.0,51000.0,226.6627451,33.93911,67.709953,55.378051,-3.435973
68,Afghanistan,United States,United States,Afghanistan,142504.0,143000.0,377.49701989999994,33.93911,67.709953,37.09024,-95.712891
69,Albania,Argentina,Argentina,Albania,66.0,0.0,8.124038405,41.153332,20.168331,-38.416097,-63.616671999999994
70,Albania,Australia,Australia,Albania,3941.0,4000.0,62.77738446,41.153332,20.168331,-25.274398,133.775136
71,Albania,Austria,Austria,Albania,4398.0,4000.0,66.31741853,41.153332,20.168331,47.516231,14.550072
72,Albania,Belgium,Belgium,Albania,11937.0,12000.0,109.2565787,41.153332,20.168331,50.503887,4.469936
73,Albania,Bolivia,Bolivia,Albania,1.0,0.0,1.0,41.153332,20.168331,-16.290154,-63.588653
74,Albania,Bulgaria,Bulgaria,Albania,1351.0,1000.0,36.7559519,41.153332,20.168331,42.733883,25.48583
75,Albania,Canada,Canada,Albania,16544.0,17000.0,128.6234815,41.153332,20.168331,56.130366,-106.34677099999999
76,Albania,Costa Rica,Costa Rica,Albania,4.0,0.0,2.0,41.153332,20.168331,9.748917,-83.753428
77,Albania,Croatia,Croatia,Albania,160.0,0.0,12.64911064,41.153332,20.168331,45.1,15.2
78,Albania,Cuba,Cuba,Albania,0.0,0.0,0.0,41.153332,20.168331,21.521757,-77.78116700000001
79,Albania,Cyprus,Cyprus,Albania,274.0,0.0,16.55294536,41.153332,20.168331,35.126413,33.429859
80,Albania,Czech Republic,Czech Republic,Albania,487.0,0.0,22.06807649,41.153332,20.168331,49.817492,15.472961999999999
81,Albania,Denmark,Denmark,Albania,568.0,1000.0,23.83275058,41.153332,20.168331,56.26392,9.501785
82,Albania,Ecuador,Ecuador,Albania,73.0,0.0,8.544003745,41.153332,20.168331,-1.8312389999999998,-78.183406
83,Albania,Egypt,Egypt,Albania,119.0,0.0,10.90871212,41.153332,20.168331,26.820553000000004,30.802497999999996
84,Albania,Estonia,Estonia,Albania,41.0,0.0,6.403124237,41.153332,20.168331,58.595271999999994,25.013607
85,Albania,Finland,Finland,Albania,706.0,1000.0,26.57066051,41.153332,20.168331,61.92411,25.748151
86,Albania,France,France,Albania,8925.0,9000.0,94.47221814,41.153332,20.168331,46.227638,2.213749
87,Albania,Georgia,Georgia,Albania,9.0,0.0,3.0,41.153332,20.168331,42.315407,43.356891999999995
88,Albania,Germany,Germany,Albania,61063.0,61000.0,247.10928760000002,41.153332,20.168331,51.165690999999995,10.451526
89,Albania,Greece,Greece,Albania,446614.0,447000.0,668.2918524,41.153332,20.168331,39.074208,21.824312
90,Albania,Guinea,Guinea,Albania,9.0,0.0,3.0,41.153332,20.168331,9.945587,-9.696645
91,Albania,Hungary,Hungary,Albania,503.0,1000.0,22.42766149,41.153332,20.168331,47.162494,19.503304
92,Albania,Iceland,Iceland,Albania,220.0,0.0,14.83239697,41.153332,20.168331,64.96305100000001,-19.020835
93,Albania,Ireland,Ireland,Albania,340.0,0.0,18.43908892,41.153332,20.168331,53.41291,-8.243889999999999
94,Albania,Italy,Italy,Albania,486187.0,486000.0,697.2711094,41.153332,20.168331,41.87194,12.56738
95,Albania,Latvia,Latvia,Albania,12.0,0.0,3.464101615,41.153332,20.168331,56.879635,24.603189
96,Albania,Libya,Libya,Albania,320.0,0.0,17.88854382,41.153332,20.168331,26.3351,17.228331
97,Albania,Liechtenstein,Liechtenstein,Albania,2.0,0.0,1.4142135619999998,41.153332,20.168331,47.166000000000004,9.555373
98,Albania,Lithuania,Lithuania,Albania,28.0,0.0,5.291502622,41.153332,20.168331,55.169438,23.881275
99,Albania,Luxembourg,Luxembourg,Albania,1058.0,1000.0,32.52691194,41.153332,20.168331,49.815273,6.129583
100,Albania,Mali,Mali,Albania,1482.0,1000.0,38.49675311,41.153332,20.168331,17.570692,-3.9961660000000006
101,Albania,Malta,Malta,Albania,229.0,0.0,15.13274595,41.153332,20.168331,35.937496,14.375416
102,Albania,Montenegro,Montenegro,Albania,2763.0,3000.0,52.5642464,41.153332,20.168331,42.708678000000006,19.37439
103,Albania,Netherlands,Netherlands,Albania,2402.0,2000.0,49.01020302,41.153332,20.168331,52.132633,5.291266
104,Albania,North Macedonia,North Macedonia,Albania,68113.0,68000.0,260.9846739,41.153332,20.168331,0.0,0.0
105,Albania,Norway,Norway,Albania,2174.0,2000.0,46.62617291,41.153332,20.168331,60.472024,8.468946
106,Albania,Philippines,Philippines,Albania,122.0,0.0,11.04536102,41.153332,20.168331,12.879721,121.77401699999999
107,Albania,Poland,Poland,Albania,165.0,0.0,12.84523258,41.153332,20.168331,51.919438,19.145135999999997
108,Albania,Portugal,Portugal,Albania,55.0,0.0,7.416198487000001,41.153332,20.168331,39.399871999999995,-8.224454
109,Albania,Romania,Romania,Albania,823.0,1000.0,28.68797658,41.153332,20.168331,45.943160999999996,24.96676
110,Albania,Russia,Russia,Albania,232.0,0.0,15.23154621,41.153332,20.168331,61.52401,105.31875600000001
111,Albania,San Marino,San Marino,Albania,39.0,0.0,6.244997998,41.153332,20.168331,43.94236,12.457777
112,Albania,Serbia,Serbia,Albania,475.0,0.0,21.79449472,41.153332,20.168331,44.016521000000004,21.005859
113,Albania,Slovakia,Slovakia,Albania,133.0,0.0,11.532562599999999,41.153332,20.168331,48.669026,19.699023999999998
114,Albania,Slovenia,Slovenia,Albania,146.0,0.0,12.08304597,41.153332,20.168331,46.151241,14.995463
115,Albania,South Africa,South Africa,Albania,195.0,0.0,13.96424004,41.153332,20.168331,-30.559482,22.937506
116,Albania,Spain,Spain,Albania,2615.0,3000.0,51.1370707,41.153332,20.168331,40.463667,-3.7492199999999998
117,Albania,Sweden,Sweden,Albania,5724.0,6000.0,75.65712128,41.153332,20.168331,60.128161,18.643501
118,Albania,Switzerland,Switzerland,Albania,4323.0,4000.0,65.74952471,41.153332,20.168331,46.818188,8.227511999999999
119,Albania,Turkey,Turkey,Albania,4554.0,5000.0,67.48333128,41.153332,20.168331,38.963745,35.243322
120,Albania,United Kingdom,United Kingdom,Albania,10458.0,10000.0,102.26436329999999,41.153332,20.168331,55.378051,-3.435973
121,Albania,United States,United States,Albania,97252.0,97000.0,311.8525293,41.153332,20.168331,37.09024,-95.712891
122,Albania,Venezuela,Venezuela,Albania,17.0,0.0,4.123105626,41.153332,20.168331,6.42375,-66.58973
123,Algeria,Argentina,Argentina,Algeria,103.0,0.0,10.14889157,28.033886,1.6596259999999998,-38.416097,-63.616671999999994
124,Algeria,Australia,Australia,Algeria,1776.0,2000.0,42.14261501,28.033886,1.6596259999999998,-25.274398,133.775136
125,Algeria,Austria,Austria,Algeria,1581.0,2000.0,39.7617907,28.033886,1.6596259999999998,47.516231,14.550072
126,Algeria,Belarus,Belarus,Algeria,51.0,0.0,7.141428428999999,28.033886,1.6596259999999998,53.709807,27.953389
127,Algeria,Belgium,Belgium,Algeria,27491.0,27000.0,165.8041013,28.033886,1.6596259999999998,50.503887,4.469936
128,Algeria,Bolivia,Bolivia,Algeria,3.0,0.0,1.732050808,28.033886,1.6596259999999998,-16.290154,-63.588653
129,Algeria,Brazil,Brazil,Algeria,232.0,0.0,15.23154621,28.033886,1.6596259999999998,-14.235004,-51.92528
130,Algeria,Bulgaria,Bulgaria,Algeria,460.0,0.0,21.44761059,28.033886,1.6596259999999998,42.733883,25.48583
131,Algeria,Canada,Canada,Algeria,69587.0,70000.0,263.7934798,28.033886,1.6596259999999998,56.130366,-106.34677099999999
132,Algeria,Costa Rica,Costa Rica,Algeria,14.0,0.0,3.741657387,28.033886,1.6596259999999998,9.748917,-83.753428
133,Algeria,Croatia,Croatia,Algeria,50.0,0.0,7.071067812000001,28.033886,1.6596259999999998,45.1,15.2
134,Algeria,Cuba,Cuba,Algeria,8.0,0.0,2.828427125,28.033886,1.6596259999999998,21.521757,-77.78116700000001
135,Algeria,Cyprus,Cyprus,Algeria,34.0,0.0,5.830951895,28.033886,1.6596259999999998,35.126413,33.429859
136,Algeria,Czech Republic,Czech Republic,Algeria,805.0,1000.0,28.37252192,28.033886,1.6596259999999998,49.817492,15.472961999999999
137,Algeria,Denmark,Denmark,Algeria,1004.0,1000.0,31.68595904,28.033886,1.6596259999999998,56.26392,9.501785
138,Algeria,Ecuador,Ecuador,Algeria,50.0,0.0,7.071067812000001,28.033886,1.6596259999999998,-1.8312389999999998,-78.183406
139,Algeria,Egypt,Egypt,Algeria,889.0,1000.0,29.81610303,28.033886,1.6596259999999998,26.820553000000004,30.802497999999996
140,Algeria,Estonia,Estonia,Algeria,32.0,0.0,5.656854248999999,28.033886,1.6596259999999998,58.595271999999994,25.013607
141,Algeria,Finland,Finland,Algeria,1014.0,1000.0,31.84336666,28.033886,1.6596259999999998,61.92411,25.748151
142,Algeria,France,France,Algeria,1637211.0,1637000.0,1279.5354630000002,28.033886,1.6596259999999998,46.227638,2.213749
143,Algeria,French Guiana,French Guiana,Algeria,403.0,0.0,20.0748599,28.033886,1.6596259999999998,3.9338889999999997,-53.125781999999994
144,Algeria,French Polynesia,French Polynesia,Algeria,681.0,1000.0,26.095976699999998,28.033886,1.6596259999999998,-17.679742,-149.40684299999998
145,Algeria,Gabon,Gabon,Algeria,108.0,0.0,10.39230485,28.033886,1.6596259999999998,-0.803689,11.609444
146,Algeria,Georgia,Georgia,Algeria,16.0,0.0,4.0,28.033886,1.6596259999999998,42.315407,43.356891999999995
147,Algeria,Germany,Germany,Algeria,25819.0,26000.0,160.6829176,28.033886,1.6596259999999998,51.165690999999995,10.451526
148,Algeria,Ghana,Ghana,Algeria,13.0,0.0,3.605551275,28.033886,1.6596259999999998,7.946527000000001,-1.0231940000000002
149,Algeria,Greece,Greece,Algeria,407.0,0.0,20.174241000000002,28.033886,1.6596259999999998,39.074208,21.824312
150,Algeria,Guadeloupe,Guadeloupe,Algeria,142.0,0.0,11.91637529,28.033886,1.6596259999999998,16.995971,-62.067641
151,Algeria,Guinea,Guinea,Algeria,6766.0,7000.0,82.25569889,28.033886,1.6596259999999998,9.945587,-9.696645
152,Algeria,Hungary,Hungary,Algeria,929.0,1000.0,30.47950131,28.033886,1.6596259999999998,47.162494,19.503304
153,Algeria,Iceland,Iceland,Algeria,68.0,0.0,8.246211251,28.033886,1.6596259999999998,64.96305100000001,-19.020835
154,Algeria,Ireland,Ireland,Algeria,673.0,1000.0,25.94224354,28.033886,1.6596259999999998,53.41291,-8.243889999999999
155,Algeria,Israel,Israel,Algeria,44358.0,44000.0,210.61338990000002,28.033886,1.6596259999999998,31.046051000000002,34.851612
156,Algeria,Italy,Italy,Algeria,22363.0,22000.0,149.5426361,28.033886,1.6596259999999998,41.87194,12.56738
157,Algeria,Jordan,Jordan,Algeria,345.0,0.0,18.57417562,28.033886,1.6596259999999998,30.585164000000002,36.238414
158,Algeria,Latvia,Latvia,Algeria,18.0,0.0,4.242640687,28.033886,1.6596259999999998,56.879635,24.603189
159,Algeria,Libya,Libya,Algeria,3830.0,4000.0,61.88699379,28.033886,1.6596259999999998,26.3351,17.228331
160,Algeria,Liechtenstein,Liechtenstein,Algeria,6.0,0.0,2.449489743,28.033886,1.6596259999999998,47.166000000000004,9.555373
161,Algeria,Lithuania,Lithuania,Algeria,11.0,0.0,3.31662479,28.033886,1.6596259999999998,55.169438,23.881275
162,Algeria,Luxembourg,Luxembourg,Algeria,1113.0,1000.0,33.36165464,28.033886,1.6596259999999998,49.815273,6.129583
163,Algeria,Mali,Mali,Algeria,553.0,1000.0,23.51595203,28.033886,1.6596259999999998,17.570692,-3.9961660000000006
164,Algeria,Malta,Malta,Algeria,155.0,0.0,12.4498996,28.033886,1.6596259999999998,35.937496,14.375416
165,Algeria,Martinique,Martinique,Algeria,113.0,0.0,10.63014581,28.033886,1.6596259999999998,14.641528,-61.024174
166,Algeria,Mauritania,Mauritania,Algeria,1788.0,2000.0,42.28474902,28.033886,1.6596259999999998,21.00789,-10.940835
167,Algeria,Mexico,Mexico,Algeria,110.0,0.0,10.48808848,28.033886,1.6596259999999998,23.634501,-102.552784
168,Algeria,Morocco,Morocco,Algeria,14497.0,14000.0,120.40348829999999,28.033886,1.6596259999999998,31.791702,-7.09262
169,Algeria,Namibia,Namibia,Algeria,505.0,1000.0,22.47220505,28.033886,1.6596259999999998,-22.957639999999998,18.49041
170,Algeria,Netherlands,Netherlands,Algeria,4219.0,4000.0,64.95382976,28.033886,1.6596259999999998,52.132633,5.291266
171,Algeria,New Caledonia,New Caledonia,Algeria,621.0,1000.0,24.91987159,28.033886,1.6596259999999998,-20.904304999999997,165.618042
172,Algeria,Nicaragua,Nicaragua,Algeria,117.0,0.0,10.81665383,28.033886,1.6596259999999998,12.865416,-85.207229
173,Algeria,Niger,Niger,Algeria,587.0,1000.0,24.22808288,28.033886,1.6596259999999998,17.607789,8.081666
174,Algeria,Norway,Norway,Algeria,1283.0,1000.0,35.81898938,28.033886,1.6596259999999998,60.472024,8.468946
175,Algeria,Peru,Peru,Algeria,33.0,0.0,5.744562647,28.033886,1.6596259999999998,-9.189967,-75.015152
176,Algeria,Philippines,Philippines,Algeria,490.0,0.0,22.13594362,28.033886,1.6596259999999998,12.879721,121.77401699999999
177,Algeria,Poland,Poland,Algeria,766.0,1000.0,27.67670501,28.033886,1.6596259999999998,51.919438,19.145135999999997
178,Algeria,Portugal,Portugal,Algeria,261.0,0.0,16.15549442,28.033886,1.6596259999999998,39.399871999999995,-8.224454
179,Algeria,Romania,Romania,Algeria,554.0,1000.0,23.53720459,28.033886,1.6596259999999998,45.943160999999996,24.96676
180,Algeria,Russia,Russia,Algeria,776.0,1000.0,27.85677655,28.033886,1.6596259999999998,61.52401,105.31875600000001
181,Algeria,Senegal,Senegal,Algeria,4338.0,4000.0,65.8634952,28.033886,1.6596259999999998,14.497401000000002,-14.452361999999999
182,Algeria,Serbia,Serbia,Algeria,52.0,0.0,7.211102551000001,28.033886,1.6596259999999998,44.016521000000004,21.005859
183,Algeria,Slovakia,Slovakia,Algeria,125.0,0.0,11.18033989,28.033886,1.6596259999999998,48.669026,19.699023999999998
184,Algeria,Slovenia,Slovenia,Algeria,40.0,0.0,6.32455532,28.033886,1.6596259999999998,46.151241,14.995463
185,Algeria,South Africa,South Africa,Algeria,537.0,1000.0,23.17326045,28.033886,1.6596259999999998,-30.559482,22.937506
186,Algeria,Spain,Spain,Algeria,61611.0,62000.0,248.2156321,28.033886,1.6596259999999998,40.463667,-3.7492199999999998
187,Algeria,Sweden,Sweden,Algeria,3451.0,3000.0,58.74521257,28.033886,1.6596259999999998,60.128161,18.643501
188,Algeria,Switzerland,Switzerland,Algeria,10136.0,10000.0,100.6777036,28.033886,1.6596259999999998,46.818188,8.227511999999999
189,Algeria,Tajikistan,Tajikistan,Algeria,128.0,0.0,11.3137085,28.033886,1.6596259999999998,38.861034000000004,71.276093
190,Algeria,Tunisia,Tunisia,Algeria,11060.0,11000.0,105.16653459999999,28.033886,1.6596259999999998,33.886917,9.537499
191,Algeria,Turkey,Turkey,Algeria,887.0,1000.0,29.78254522,28.033886,1.6596259999999998,38.963745,35.243322
192,Algeria,Uganda,Uganda,Algeria,0.0,0.0,0.0,28.033886,1.6596259999999998,1.373333,32.290275
193,Algeria,United Kingdom,United Kingdom,Algeria,23380.0,23000.0,152.9051994,28.033886,1.6596259999999998,55.378051,-3.435973
194,Algeria,United States,United States,Algeria,28531.0,29000.0,168.91121930000003,28.033886,1.6596259999999998,37.09024,-95.712891
195,Algeria,Venezuela,Venezuela,Algeria,89.0,0.0,9.433981132000001,28.033886,1.6596259999999998,6.42375,-66.58973
196,Algeria,Western Sahara,Western Sahara,Algeria,80.0,0.0,8.94427191,28.033886,1.6596259999999998,24.215526999999998,-12.885834
197,American Samoa,Australia,Australia,American Samoa,0.0,0.0,0.0,-14.270972,-170.132217,-25.274398,133.775136
198,American Samoa,France,France,American Samoa,0.0,0.0,0.0,-14.270972,-170.132217,46.227638,2.213749
199,American Samoa,Greece,Greece,American Samoa,0.0,0.0,0.0,-14.270972,-170.132217,39.074208,21.824312
200,American Samoa,Mali,Mali,American Samoa,462.0,0.0,21.49418526,-14.270972,-170.132217,17.570692,-3.9961660000000006
201,American Samoa,Micronesia,Micronesia,American Samoa,22.0,0.0,4.69041576,-14.270972,-170.132217,7.425553999999999,150.550812
202,American Samoa,Russia,Russia,American Samoa,41.0,0.0,6.403124237,-14.270972,-170.132217,61.52401,105.31875600000001
203,American Samoa,Samoa,Samoa,American Samoa,1307.0,1000.0,36.15245497,-14.270972,-170.132217,-13.759029,-172.10462900000002
204,Andorra,Argentina,Argentina,Andorra,1.0,0.0,1.0,42.546245,1.6015540000000001,-38.416097,-63.616671999999994
205,Andorra,Australia,Australia,Andorra,30.0,0.0,5.477225575,42.546245,1.6015540000000001,-25.274398,133.775136
206,Andorra,Austria,Austria,Andorra,3.0,0.0,1.732050808,42.546245,1.6015540000000001,47.516231,14.550072
207,Andorra,Belgium,Belgium,Andorra,42.0,0.0,6.480740698,42.546245,1.6015540000000001,50.503887,4.469936
208,Andorra,Bolivia,Bolivia,Andorra,0.0,0.0,0.0,42.546245,1.6015540000000001,-16.290154,-63.588653
209,Andorra,Brazil,Brazil,Andorra,13.0,0.0,3.605551275,42.546245,1.6015540000000001,-14.235004,-51.92528
210,Andorra,Bulgaria,Bulgaria,Andorra,0.0,0.0,0.0,42.546245,1.6015540000000001,42.733883,25.48583
211,Andorra,Czech Republic,Czech Republic,Andorra,0.0,0.0,0.0,42.546245,1.6015540000000001,49.817492,15.472961999999999
212,Andorra,Denmark,Denmark,Andorra,5.0,0.0,2.236067977,42.546245,1.6015540000000001,56.26392,9.501785
213,Andorra,Estonia,Estonia,Andorra,1.0,0.0,1.0,42.546245,1.6015540000000001,58.595271999999994,25.013607
214,Andorra,Finland,Finland,Andorra,2.0,0.0,1.4142135619999998,42.546245,1.6015540000000001,61.92411,25.748151
215,Andorra,France,France,Andorra,1120.0,1000.0,33.46640106,42.546245,1.6015540000000001,46.227638,2.213749
216,Andorra,Greece,Greece,Andorra,1.0,0.0,1.0,42.546245,1.6015540000000001,39.074208,21.824312
217,Andorra,Guinea,Guinea,Andorra,4.0,0.0,2.0,42.546245,1.6015540000000001,9.945587,-9.696645
218,Andorra,Hungary,Hungary,Andorra,0.0,0.0,0.0,42.546245,1.6015540000000001,47.162494,19.503304
219,Andorra,Iceland,Iceland,Andorra,2.0,0.0,1.4142135619999998,42.546245,1.6015540000000001,64.96305100000001,-19.020835
220,Andorra,Ireland,Ireland,Andorra,1.0,0.0,1.0,42.546245,1.6015540000000001,53.41291,-8.243889999999999
221,Andorra,Italy,Italy,Andorra,44.0,0.0,6.633249581,42.546245,1.6015540000000001,41.87194,12.56738
222,Andorra,Latvia,Latvia,Andorra,0.0,0.0,0.0,42.546245,1.6015540000000001,56.879635,24.603189
223,Andorra,Liechtenstein,Liechtenstein,Andorra,0.0,0.0,0.0,42.546245,1.6015540000000001,47.166000000000004,9.555373
224,Andorra,Luxembourg,Luxembourg,Andorra,38.0,0.0,6.164414002999999,42.546245,1.6015540000000001,49.815273,6.129583
